game,bat,name,pos,team
149,9,陳金鋒,|(PH),LAMIGO
151,1,陽耀勳,LF,LAMIGO
151,1,藍寅倫,|(LF)                        (CF),LAMIGO
151,2,詹智堯,CF,LAMIGO
151,2,陳冠任,|(PH)|(LF),LAMIGO
151,3,林智勝,2B(SS),LAMIGO
151,4,林泓育,DH,LAMIGO
151,5,陳俊秀,1B,LAMIGO
151,6,王柏融,RF,LAMIGO
151,7,郭嚴文,SS(2B),LAMIGO
151,8,林智平,3B,LAMIGO
151,8,郭修延,|(3B),LAMIGO
151,8,陳金鋒,|(PH),LAMIGO
151,9,黃浩然,C,LAMIGO
151,9,劉時豪,|(PH)|(C),LAMIGO
153,1,詹智堯,CF,LAMIGO
153,2,林智平,3B,LAMIGO
153,2,梁家榮,|(3B),LAMIGO
153,3,林智勝,SS,LAMIGO
153,4,林泓育,DH,LAMIGO
153,5,郭嚴文,2B,LAMIGO
153,6,陳俊秀,1B,LAMIGO
153,7,陳冠任,LF,LAMIGO
153,7,余德龍,|(LF),LAMIGO
153,8,劉時豪,C,LAMIGO
153,9,蔡建偉,RF,LAMIGO
153,9,藍寅倫,|(RF),LAMIGO
155,1,詹智堯,CF,LAMIGO
155,2,林智平,3B,LAMIGO
155,2,梁家榮,|(PH)|(3B),LAMIGO
155,3,林智勝,DH,LAMIGO
155,4,林泓育,C,LAMIGO
155,4,黃浩然,|(PH)|(C),LAMIGO
155,5,郭嚴文,2B,LAMIGO
155,6,陳俊秀,1B,LAMIGO
155,7,余德龍,SS,LAMIGO
155,7,郭永維,|(SS),LAMIGO
155,8,林政億,LF,LAMIGO
155,8,陳冠任,|(PH)|(LF),LAMIGO
155,9,藍寅倫,RF,LAMIGO
157,1,詹智堯,CF,LAMIGO
157,2,林智平,3B,LAMIGO
157,3,林智勝,DH,LAMIGO
157,4,林泓育,C,LAMIGO
157,5,郭嚴文,SS,LAMIGO
157,6,陳俊秀,1B,LAMIGO
157,7,陳冠任,LF,LAMIGO
157,8,藍寅倫,RF,LAMIGO
157,9,葉竹軒,2B,LAMIGO
157,9,梁家榮,|(PH),LAMIGO
157,9,郭永維,|(2B),LAMIGO
159,1,詹智堯,CF,LAMIGO
159,2,林智平,3B,LAMIGO
159,3,林智勝,2B,LAMIGO
159,3,郭永維,|(2B),LAMIGO
159,4,林泓育,DH,LAMIGO
159,5,郭嚴文,SS,LAMIGO
159,6,陳俊秀,1B,LAMIGO
159,7,陳冠任,LF,LAMIGO
159,7,余德龍,|(LF),LAMIGO
159,8,劉時豪,C,LAMIGO
159,9,藍寅倫,RF,LAMIGO
161,1,詹智堯,CF,LAMIGO
161,1,蔡建偉,|(CF),LAMIGO
161,2,林智平,3B,LAMIGO
161,3,郭嚴文,SS,LAMIGO
161,4,林泓育,C,LAMIGO
161,4,劉時豪,|(C),LAMIGO
161,5,陳俊秀,1B,LAMIGO
161,6,陳冠任,DH,LAMIGO
161,7,余德龍,LF,LAMIGO
161,8,藍寅倫,RF,LAMIGO
161,9,翁克堯,2B,LAMIGO
163,1,詹智堯,CF,LAMIGO
163,1,林政億,|(LF),LAMIGO
163,1,黃浩然,|(PH),LAMIGO
163,2,余德龍,LF(CF),LAMIGO
163,2,蔡建偉,|(CF),LAMIGO
163,3,郭嚴文,SS,LAMIGO
163,4,林泓育,C,LAMIGO
163,4,劉時豪,|(C),LAMIGO
163,5,陳俊秀,1B,LAMIGO
163,6,陳冠任,DH,LAMIGO
163,7,梁家榮,3B,LAMIGO
163,8,藍寅倫,RF,LAMIGO
163,9,翁克堯,2B,LAMIGO
163,9,郭永維,|(PH),LAMIGO
166,1,詹智堯,CF,LAMIGO
166,2,藍寅倫,LF,LAMIGO
166,3,林智勝,2B,LAMIGO
166,4,林泓育,DH,LAMIGO
166,5,陳俊秀,1B,LAMIGO
166,6,王柏融,RF,LAMIGO
166,7,郭嚴文,SS,LAMIGO
166,8,郭修延,3B,LAMIGO
166,8,陳冠任,|(PH),LAMIGO
166,8,林智平,|(PR),LAMIGO
166,9,黃浩然,C,LAMIGO
168,1,詹智堯,CF,LAMIGO
168,2,藍寅倫,LF,LAMIGO
168,3,林智勝,2B,LAMIGO
168,4,林泓育,DH,LAMIGO
168,5,陳俊秀,1B,LAMIGO
168,6,王柏融,RF,LAMIGO
168,7,郭修延,3B,LAMIGO
168,8,郭永維,SS,LAMIGO
168,9,黃浩然,C,LAMIGO
170,1,陽耀勳,LF,LAMIGO
170,2,藍寅倫,CF,LAMIGO
170,2,詹智堯,|(CF),LAMIGO
170,3,林智勝,2B(1B),LAMIGO
170,4,林泓育,DH,LAMIGO
170,4,陳金鋒,|(PH),LAMIGO
170,5,陳俊秀,1B,LAMIGO
170,5,林承飛,|(SS),LAMIGO
170,6,王柏融,RF,LAMIGO
170,7,郭嚴文,SS,LAMIGO
170,7,郭永維,|(2B),LAMIGO
170,8,郭修延,3B,LAMIGO
170,8,林智平,|(PH)|(3B),LAMIGO
170,9,劉時豪,C,LAMIGO
172,1,詹智堯,CF,LAMIGO
172,2,林智平,3B,LAMIGO
172,3,郭嚴文,SS(2B)(SS),LAMIGO
172,4,林泓育,DH,LAMIGO
172,5,陳俊秀,1B,LAMIGO
172,6,陳冠任,LF,LAMIGO
172,7,藍寅倫,RF,LAMIGO
172,7,翁克堯,|(PH)|(2B),LAMIGO
172,8,劉時豪,C,LAMIGO
172,9,郭永維,2B(SS),LAMIGO
172,9,余德龍,|(SS)                        (RF),LAMIGO
174,1,詹智堯,CF,LAMIGO
174,2,林智平,3B,LAMIGO
174,2,梁家榮,|(PH)|(3B),LAMIGO
174,3,林智勝,DH,LAMIGO
174,4,林泓育,C,LAMIGO
174,5,郭嚴文,2B,LAMIGO
174,6,陳俊秀,1B,LAMIGO
174,7,陳冠任,LF,LAMIGO
174,8,林政億,RF,LAMIGO
174,9,余德龍,SS,LAMIGO
175,1,余德龍,CF,LAMIGO
175,2,林智平,3B,LAMIGO
175,3,林智勝,DH,LAMIGO
175,3,藍寅倫,|(PR),LAMIGO
175,4,林泓育,C,LAMIGO
175,4,劉時豪,|(PH)|(C),LAMIGO
175,5,郭嚴文,SS,LAMIGO
175,6,陳俊秀,1B,LAMIGO
175,6,梁家榮,|(1B),LAMIGO
175,7,陳冠任,LF,LAMIGO
175,8,林政億,RF,LAMIGO
175,9,郭修延,2B,LAMIGO
175,9,郭永維,|(PH)|(2B),LAMIGO
177,1,詹智堯,CF,LAMIGO
177,1,翁克堯,|(2B),LAMIGO
177,2,林智平,3B,LAMIGO
177,3,林智勝,DH,LAMIGO
177,4,林泓育,C,LAMIGO
177,4,黃浩然,|(C),LAMIGO
177,5,郭嚴文,2B,LAMIGO
177,5,郭修延,|(2B)                        (SS),LAMIGO
177,6,陳冠任,LF,LAMIGO
177,6,林政億,|(LF),LAMIGO
177,7,余德龍,SS(CF),LAMIGO
177,8,梁家榮,1B,LAMIGO
177,9,藍寅倫,RF,LAMIGO
179,1,陽耀勳,LF,LAMIGO
179,2,詹智堯,CF,LAMIGO
179,3,林智勝,2B,LAMIGO
179,3,郭永維,|(2B),LAMIGO
179,4,林泓育,DH,LAMIGO
179,4,陳金鋒,|(PH),LAMIGO
179,5,陳俊秀,1B,LAMIGO
179,5,梁家榮,|(PH)|(1B),LAMIGO
179,6,王柏融,RF,LAMIGO
179,6,藍寅倫,|(RF),LAMIGO
179,7,余德龍,SS,LAMIGO
179,8,郭修延,3B,LAMIGO
179,8,林智平,|(PH)|(3B),LAMIGO
179,9,黃浩然,C,LAMIGO
181,1,藍寅倫,CF(LF)(RF),LAMIGO
181,2,陳冠任,LF,LAMIGO
181,2,詹智堯,|(CF),LAMIGO
181,3,林智勝,2B(1B),LAMIGO
181,4,林泓育,DH,LAMIGO
181,5,陳俊秀,1B,LAMIGO
181,5,林承飛,|(SS),LAMIGO
181,6,王柏融,RF,LAMIGO
181,6,郭永維,|(PR)|(LF),LAMIGO
181,7,郭嚴文,SS(2B),LAMIGO
181,8,郭修延,3B,LAMIGO
181,8,林智平,|(3B),LAMIGO
181,9,黃浩然,C,LAMIGO
181,9,劉時豪,|(PH)|(C),LAMIGO
183,1,詹智堯,CF,LAMIGO
183,2,林智平,3B,LAMIGO
183,3,陳俊秀,1B,LAMIGO
183,4,林智勝,DH,LAMIGO
183,4,翁克堯,|(PR),LAMIGO
183,5,郭嚴文,2B(SS),LAMIGO
183,6,林泓育,C,LAMIGO
183,7,陳冠任,LF,LAMIGO
183,7,郭修延,|(2B),LAMIGO
183,8,林政億,RF,LAMIGO
183,8,藍寅倫,|(PH)|(RF),LAMIGO
183,9,余德龍,SS(LF),LAMIGO
186,1,詹智堯,CF,LAMIGO
186,2,林智平,3B,LAMIGO
186,3,陳俊秀,1B,LAMIGO
186,4,林智勝,DH,LAMIGO
186,5,郭嚴文,2B,LAMIGO
186,6,林泓育,C,LAMIGO
186,6,黃浩然,|(PH)|(C),LAMIGO
186,7,陳冠任,LF,LAMIGO
186,7,梁家榮,|(PH),LAMIGO
186,8,林政億,RF,LAMIGO
186,8,藍寅倫,|(PH)|(RF),LAMIGO
186,9,余德龍,SS,LAMIGO
188,1,詹智堯,CF,LAMIGO
188,2,林智平,3B,LAMIGO
188,3,陳冠任,LF,LAMIGO
188,3,郭修延,|(SS),LAMIGO
188,4,林智勝,DH,LAMIGO
188,4,翁克堯,|(PR),LAMIGO
188,5,郭嚴文,2B,LAMIGO
188,6,陳俊秀,1B,LAMIGO
188,7,藍寅倫,RF,LAMIGO
188,8,劉時豪,C,LAMIGO
188,8,林泓育,|(PH),LAMIGO
188,8,黃浩然,|(C),LAMIGO
188,9,余德龍,SS(LF),LAMIGO
190,1,余德龍,CF(SS),LAMIGO
190,2,林智平,3B,LAMIGO
190,3,陳俊秀,1B,LAMIGO
190,4,林智勝,DH,LAMIGO
190,5,郭嚴文,2B,LAMIGO
190,5,陳雁風,|(SS),LAMIGO
190,5,陳冠任,|(LF),LAMIGO
190,6,郭修延,SS(2B),LAMIGO
190,7,林政億,LF(CF),LAMIGO
190,8,黃浩然,C,LAMIGO
190,8,林泓育,|(PH),LAMIGO
190,8,劉時豪,|(C),LAMIGO
190,9,藍寅倫,RF,LAMIGO
191,1,詹智堯,CF,LAMIGO
191,1,余德龍,|(PH)|(SS),LAMIGO
191,2,林智平,3B,LAMIGO
191,3,林智勝,SS(2B),LAMIGO
191,3,陳雁風,|(PR)|(SS),LAMIGO
191,3,林政億,|(CF),LAMIGO
191,4,林泓育,DH,LAMIGO
191,5,郭嚴文,2B,LAMIGO
191,5,郭修延,|(SS)                        (2B),LAMIGO
191,6,陳冠任,LF,LAMIGO
191,7,梁家榮,1B,LAMIGO
191,8,黃浩然,C,LAMIGO
191,9,藍寅倫,RF,LAMIGO
193,1,陽耀勳,LF,LAMIGO
193,2,詹智堯,CF,LAMIGO
193,2,藍寅倫,|(PH)|(CF),LAMIGO
193,3,林智勝,2B,LAMIGO
193,3,郭永維,|(2B),LAMIGO
193,4,林泓育,DH,LAMIGO
193,4,陳金鋒,|(PH),LAMIGO
193,5,陳俊秀,1B,LAMIGO
193,6,王柏融,RF,LAMIGO
193,7,郭嚴文,SS,LAMIGO
193,7,林承飛,|(PH)|(SS),LAMIGO
193,8,林智平,3B,LAMIGO
193,9,劉時豪,C,LAMIGO
196,1,詹智堯,CF,LAMIGO
196,2,林智平,3B,LAMIGO
196,3,林智勝,SS,LAMIGO
196,4,林泓育,DH,LAMIGO
196,5,郭嚴文,2B,LAMIGO
196,6,陳俊秀,1B,LAMIGO
196,7,陳冠任,LF,LAMIGO
196,7,余德龍,|(PR)|(LF),LAMIGO
196,8,黃浩然,C,LAMIGO
196,8,劉時豪,|(PH),LAMIGO
196,9,藍寅倫,RF,LAMIGO
198,1,藍寅倫,CF,LAMIGO
198,1,詹智堯,|(CF),LAMIGO
198,2,陳冠任,LF,LAMIGO
198,3,林智勝,2B,LAMIGO
198,4,郭永維,|(PR)|(SS),LAMIGO
198,4,林泓育,DH,LAMIGO
198,7,郭嚴文,2B(SS)(2B),LAMIGO
198,5,陳俊秀,1B,LAMIGO
198,6,王柏融,RF,LAMIGO
198,8,郭修延,3B,LAMIGO
198,9,黃浩然,C,LAMIGO
200,1,詹智堯,CF,LAMIGO
200,2,藍寅倫,RF,LAMIGO
200,3,林智勝,SS,LAMIGO
200,4,林泓育,DH,LAMIGO
200,5,郭嚴文,2B,LAMIGO
200,6,陳俊秀,1B,LAMIGO
200,7,余德龍,LF,LAMIGO
200,7,陳冠任,|(PH),LAMIGO
200,7,郭永維,|(PR),LAMIGO
200,7,林政億,|(LF),LAMIGO
200,8,梁家榮,3B,LAMIGO
200,8,林智平,|(PR)|(3B),LAMIGO
200,9,劉時豪,C,LAMIGO
202,1,林智平,3B,LAMIGO
202,2,陽耀勳,CF,LAMIGO
202,3,林智勝,SS,LAMIGO
202,4,林泓育,DH,LAMIGO
202,5,陳俊秀,1B,LAMIGO
202,6,王柏融,RF,LAMIGO
202,7,余德龍,LF,LAMIGO
202,8,郭永維,2B,LAMIGO
202,8,陳冠任,|(PH),LAMIGO
202,9,黃浩然,C,LAMIGO
204,1,余德龍,SS(LF),LAMIGO
204,2,陽耀勳,CF,LAMIGO
204,2,詹智堯,|(CF),LAMIGO
204,3,林智勝,2B,LAMIGO
204,3,劉時豪,|(C),LAMIGO
204,4,林泓育,DH,LAMIGO
204,5,陳俊秀,1B,LAMIGO
204,6,王柏融,RF,LAMIGO
204,7,陳冠任,LF,LAMIGO
204,7,藍寅倫,|(PR)|(LF),LAMIGO
204,7,郭永維,|(SS),LAMIGO
204,8,梁家榮,3B,LAMIGO
204,8,林智平,|(PH)|(3B),LAMIGO
204,9,黃浩然,C,LAMIGO
204,9,郭嚴文,|(PH)|(2B),LAMIGO
206,1,余德龍,CF,LAMIGO
206,2,陽耀勳,LF,LAMIGO
206,2,藍寅倫,|(LF),LAMIGO
206,3,林智勝,SS,LAMIGO
206,4,林泓育,DH,LAMIGO
206,4,陳金鋒,|(PH),LAMIGO
206,5,陳俊秀,1B,LAMIGO
206,6,王柏融,RF,LAMIGO
206,7,郭嚴文,2B,LAMIGO
206,8,梁家榮,3B,LAMIGO
206,8,林智平,|(PH)|(3B),LAMIGO
206,9,黃浩然,C,LAMIGO
208,1,詹智堯,CF,LAMIGO
208,1,陳金鋒,|(PH),LAMIGO
208,1,余德龍,|(PR)|(CF),LAMIGO
208,2,陽耀勳,LF,LAMIGO
208,3,王柏融,RF,LAMIGO
208,4,林智勝,SS,LAMIGO
208,5,陳俊秀,1B,LAMIGO
208,6,郭嚴文,2B,LAMIGO
208,7,陳冠任,DH,LAMIGO
208,7,藍寅倫,|(PR),LAMIGO
208,8,黃浩然,C,LAMIGO
208,8,劉時豪,|(PH),LAMIGO
208,9,林智平,3B,LAMIGO
208,9,梁家榮,|(PH)|(3B),LAMIGO
210,1,陽耀勳,CF(LF),LAMIGO
210,2,林智平,3B,LAMIGO
210,3,林智勝,SS,LAMIGO
210,4,林泓育,DH,LAMIGO
210,5,陳俊秀,1B,LAMIGO
210,6,王柏融,RF,LAMIGO
210,7,郭嚴文,2B,LAMIGO
210,8,陳冠任,LF,LAMIGO
210,8,詹智堯,|(CF),LAMIGO
210,9,黃浩然,C,LAMIGO
212,1,詹智堯,CF,LAMIGO
212,2,陳冠任,LF,LAMIGO
212,2,陽耀勳,|(LF),LAMIGO
212,3,林智勝,SS,LAMIGO
212,4,林泓育,DH,LAMIGO
212,4,藍寅倫,|(PR),LAMIGO
212,5,陳俊秀,1B,LAMIGO
212,6,王柏融,RF,LAMIGO
212,7,郭嚴文,2B,LAMIGO
212,8,梁家榮,3B,LAMIGO
212,8,林智平,|(PR)|(3B),LAMIGO
212,9,黃浩然,C,LAMIGO
214,1,陽耀勳,LF,LAMIGO
214,2,詹智堯,CF,LAMIGO
214,3,林智勝,2B,LAMIGO
214,4,林泓育,DH,LAMIGO
214,5,陳俊秀,1B,LAMIGO
214,6,王柏融,RF,LAMIGO
214,7,林智平,3B,LAMIGO
214,8,郭永維,SS,LAMIGO
214,9,黃浩然,C,LAMIGO
214,9,陳金鋒,|(PH),LAMIGO
216,1,陽耀勳,CF(LF),LAMIGO
216,2,陳冠任,LF,LAMIGO
216,2,詹智堯,|(CF),LAMIGO
216,3,林智勝,2B,LAMIGO
216,4,林泓育,DH,LAMIGO
216,5,陳俊秀,1B,LAMIGO
216,6,王柏融,RF,LAMIGO
216,7,郭嚴文,SS,LAMIGO
216,8,梁家榮,3B,LAMIGO
216,8,陳金鋒,|(PH),LAMIGO
216,8,郭永維,|(PR)|(3B),LAMIGO
216,9,黃浩然,C,LAMIGO
216,9,劉時豪,|(PH)|(C),LAMIGO
218,1,陽耀勳,CF(LF),LAMIGO
218,2,陳冠任,LF,LAMIGO
218,2,詹智堯,|(CF),LAMIGO
218,3,林智勝,2B(SS),LAMIGO
218,4,林泓育,DH,LAMIGO
218,5,陳俊秀,1B,LAMIGO
218,5,梁家榮,|(1B),LAMIGO
218,6,王柏融,RF,LAMIGO
218,7,郭嚴文,SS(2B),LAMIGO
218,8,郭永維,3B,LAMIGO
218,8,林智平,|(3B),LAMIGO
218,9,黃浩然,C,LAMIGO
220,1,陽耀勳,CF,LAMIGO
220,1,詹智堯,|(CF),LAMIGO
220,2,陳冠任,LF,LAMIGO
220,2,藍寅倫,|(LF),LAMIGO
220,3,林智勝,2B(SS)(2B),LAMIGO
220,4,林泓育,DH,LAMIGO
220,5,陳俊秀,1B,LAMIGO
220,6,王柏融,RF,LAMIGO
220,7,郭嚴文,SS(2B)(SS),LAMIGO
220,8,林智平,3B,LAMIGO
220,9,黃浩然,C,LAMIGO
222,1,陽耀勳,CF,LAMIGO
222,1,詹智堯,|(PH)|(CF),LAMIGO
222,2,陳冠任,LF,LAMIGO
222,2,藍寅倫,|(LF),LAMIGO
222,3,林智勝,2B(SS)(2B),LAMIGO
222,4,林泓育,DH,LAMIGO
222,4,陳金鋒,|(PH),LAMIGO
222,5,陳俊秀,1B,LAMIGO
222,6,王柏融,RF,LAMIGO
222,7,郭嚴文,SS(2B)(SS),LAMIGO
222,8,林智平,3B,LAMIGO
222,9,黃浩然,C,LAMIGO
224,1,陽耀勳,CF,LAMIGO
224,1,詹智堯,|(CF),LAMIGO
224,2,林智平,3B,LAMIGO
224,2,陳金鋒,|(PH),LAMIGO
224,2,郭永維,|(PR),LAMIGO
224,3,林智勝,2B,LAMIGO
224,4,林泓育,DH,LAMIGO
224,5,陳俊秀,1B,LAMIGO
224,6,王柏融,RF,LAMIGO
224,7,陳冠任,LF,LAMIGO
224,7,郭嚴文,|(SS),LAMIGO
224,8,余德龍,SS(LF),LAMIGO
224,9,黃浩然,C,LAMIGO
224,9,藍寅倫,|(PH),LAMIGO
224,9,劉時豪,|(C),LAMIGO
226,1,詹智堯,CF,LAMIGO
226,1,林智平,|(PH)|(3B),LAMIGO
226,2,藍寅倫,LF,LAMIGO
226,2,陳金鋒,|(PH),LAMIGO
226,2,陳冠任,|(LF),LAMIGO
226,3,林智勝,2B(SS),LAMIGO
226,4,林泓育,DH,LAMIGO
226,4,陽耀勳,|(CF),LAMIGO
226,5,陳俊秀,1B,LAMIGO
226,6,王柏融,RF,LAMIGO
226,7,郭嚴文,SS(2B),LAMIGO
226,8,余德龍,3B(CF),LAMIGO
226,8,郭永維,|(CF)                        (P),LAMIGO
226,9,劉時豪,C,LAMIGO
228,1,陽耀勳,CF(LF),LAMIGO
228,2,王柏融,RF,LAMIGO
228,3,林智勝,2B(SS),LAMIGO
228,4,林泓育,DH,LAMIGO
228,5,陳俊秀,1B,LAMIGO
228,6,郭嚴文,SS,LAMIGO
228,6,陳金鋒,|(PH),LAMIGO
228,6,詹智堯,|(PR)|(CF),LAMIGO
228,7,藍寅倫,LF,LAMIGO
228,7,郭永維,|(PH)|(SS)(2B),LAMIGO
228,7,陳冠任,|(PH),LAMIGO
228,8,郭修延,3B,LAMIGO
228,9,黃浩然,C,LAMIGO
228,9,劉時豪,|(PH),LAMIGO
230,1,陽耀勳,LF,LAMIGO
230,2,詹智堯,CF,LAMIGO
230,3,林智勝,2B(SS),LAMIGO
230,3,郭永維,|(SS),LAMIGO
230,4,林泓育,DH,LAMIGO
230,5,陳俊秀,1B,LAMIGO
230,6,王柏融,RF,LAMIGO
230,6,藍寅倫,|(RF),LAMIGO
230,7,郭嚴文,SS(2B),LAMIGO
230,8,郭修延,3B,LAMIGO
230,9,黃浩然,C,LAMIGO
231,1,陽耀勳,CF,LAMIGO
231,1,詹智堯,|(PH)|(CF),LAMIGO
231,2,藍寅倫,LF,LAMIGO
231,3,林智勝,2B(SS),LAMIGO
231,4,林泓育,DH,LAMIGO
231,5,陳俊秀,1B,LAMIGO
231,6,王柏融,RF,LAMIGO
231,7,郭修延,3B,LAMIGO
231,8,郭永維,SS(2B),LAMIGO
231,9,黃浩然,C,LAMIGO
233,1,陽耀勳,CF,LAMIGO
233,1,詹智堯,|(CF),LAMIGO
233,2,郭永維,SS(2B),LAMIGO
233,3,林智勝,2B(SS),LAMIGO
233,4,林泓育,DH,LAMIGO
233,4,陳金鋒,|(PH),LAMIGO
233,5,陳俊秀,1B,LAMIGO
233,6,王柏融,RF,LAMIGO
233,7,郭修延,3B,LAMIGO
233,7,林智平,|(PH)|(3B),LAMIGO
233,8,藍寅倫,LF,LAMIGO
233,9,黃浩然,C,LAMIGO
235,1,陽耀勳,CF,LAMIGO
235,1,詹智堯,|(CF),LAMIGO
235,2,陳冠任,LF,LAMIGO
235,2,藍寅倫,|(PH)|(LF),LAMIGO
235,3,林智勝,2B,LAMIGO
235,3,郭永維,|(SS),LAMIGO
235,4,林泓育,DH,LAMIGO
235,5,陳俊秀,1B,LAMIGO
235,6,王柏融,RF,LAMIGO
235,7,郭嚴文,SS(2B),LAMIGO
235,8,郭修延,3B,LAMIGO
235,9,黃浩然,C,LAMIGO
235,9,陳金鋒,|(PH),LAMIGO
235,9,劉時豪,|(C),LAMIGO
237,1,陽耀勳,LF,LAMIGO
237,1,藍寅倫,|(LF),LAMIGO
237,2,詹智堯,CF,LAMIGO
237,3,林智勝,2B,LAMIGO
237,3,郭永維,|(SS),LAMIGO
237,4,林泓育,DH,LAMIGO
237,4,林智平,|(PR),LAMIGO
237,5,陳俊秀,1B,LAMIGO
237,6,王柏融,RF,LAMIGO
237,7,郭嚴文,SS(2B),LAMIGO
237,8,郭修延,3B,LAMIGO
237,9,黃浩然,C,LAMIGO
237,9,劉時豪,|(C),LAMIGO
239,1,陽耀勳,LF,LAMIGO
239,1,藍寅倫,|(LF),LAMIGO
239,2,詹智堯,CF,LAMIGO
239,3,林智勝,2B,LAMIGO
239,3,郭永維,|(SS),LAMIGO
239,4,林泓育,DH,LAMIGO
239,5,陳俊秀,1B,LAMIGO
239,6,王柏融,RF,LAMIGO
239,7,郭嚴文,SS(2B),LAMIGO
239,8,林智平,3B,LAMIGO
239,9,黃浩然,C,LAMIGO
239,9,陳冠任,|(PH),LAMIGO
239,9,劉時豪,|(C),LAMIGO
1,1,佩卓,SS,ELEPHANT
1,2,張正偉,RF,ELEPHANT
1,3,林威助,LF,ELEPHANT
1,4,彭政閔,1B,ELEPHANT
1,5,耐克,2B,ELEPHANT
1,5,陳江和,|(2B),ELEPHANT
1,6,許基宏,3B,ELEPHANT
1,6,黃仕豪,|(3B),ELEPHANT
1,7,周思齊,DH,ELEPHANT
1,8,張志豪,CF,ELEPHANT
1,9,陳家駒,C,ELEPHANT
2,1,佩卓,SS,ELEPHANT
2,1,黃仕豪,|(1B),ELEPHANT
2,2,張正偉,RF,ELEPHANT
2,3,林威助,DH,ELEPHANT
2,4,彭政閔,1B,ELEPHANT
2,4,王勝偉,|(PR)|(SS),ELEPHANT
2,5,耐克,2B,ELEPHANT
2,6,許基宏,3B,ELEPHANT
2,7,張志豪,CF,ELEPHANT
2,8,陳子豪,LF,ELEPHANT
2,9,陳家駒,C,ELEPHANT
2,9,黃鈞聲,|(PH)|(C),ELEPHANT
2,9,周思齊,|(PH),ELEPHANT
2,9,王峻杰,|(C),ELEPHANT
5,1,佩卓,SS,ELEPHANT
5,2,張正偉,RF,ELEPHANT
5,3,林威助,LF,ELEPHANT
5,4,彭政閔,1B,ELEPHANT
5,5,耐克,2B,ELEPHANT
5,5,陳江和,|(2B),ELEPHANT
5,6,許基宏,3B,ELEPHANT
5,7,周思齊,DH,ELEPHANT
5,8,張志豪,CF,ELEPHANT
5,9,王峻杰,C,ELEPHANT
5,9,陳子豪,|(PH),ELEPHANT
5,9,陳家駒,|(C),ELEPHANT
7,1,佩卓,SS,ELEPHANT
7,2,張正偉,RF,ELEPHANT
7,3,林威助,DH,ELEPHANT
7,4,彭政閔,1B,ELEPHANT
7,5,許基宏,3B,ELEPHANT
7,5,黃仕豪,|(PR)|(3B),ELEPHANT
7,5,陳子豪,|(PH),ELEPHANT
7,5,王勝偉,|(3B),ELEPHANT
7,6,周思齊,LF,ELEPHANT
7,7,張志豪,CF,ELEPHANT
7,8,陳江和,2B,ELEPHANT
7,9,王峻杰,C,ELEPHANT
7,9,陳家駒,|(PH)|(C),ELEPHANT
9,1,張正偉,RF,ELEPHANT
9,2,陳子豪,CF(LF),ELEPHANT
9,3,佩卓,SS,ELEPHANT
9,4,彭政閔,1B,ELEPHANT
9,5,林威助,LF,ELEPHANT
9,5,張志豪,|(CF),ELEPHANT
9,6,周思齊,DH,ELEPHANT
9,7,黃仕豪,3B,ELEPHANT
9,8,陳家駒,C,ELEPHANT
9,9,王勝偉,2B,ELEPHANT
11,1,張正偉,RF,ELEPHANT
11,2,張志豪,CF,ELEPHANT
11,3,佩卓,SS,ELEPHANT
11,3,陳偉漢,|(PR),ELEPHANT
11,3,陳江和,|(2B),ELEPHANT
11,4,彭政閔,1B,ELEPHANT
11,5,林威助,LF,ELEPHANT
11,5,陳子豪,|(LF),ELEPHANT
11,6,周思齊,DH,ELEPHANT
11,7,黃仕豪,3B,ELEPHANT
11,8,陳家駒,C,ELEPHANT
11,9,王勝偉,2B(SS),ELEPHANT
13,1,張正偉,RF,ELEPHANT
13,2,張志豪,CF,ELEPHANT
13,3,佩卓,SS,ELEPHANT
13,4,彭政閔,1B,ELEPHANT
13,4,陳子豪,|(PH),ELEPHANT
13,4,陳江和,|(2B),ELEPHANT
13,5,林威助,DH,ELEPHANT
13,6,周思齊,LF,ELEPHANT
13,7,黃仕豪,3B(1B),ELEPHANT
13,8,陳家駒,C,ELEPHANT
13,9,王勝偉,2B(3B),ELEPHANT
15,1,張正偉,RF,ELEPHANT
15,2,張志豪,CF,ELEPHANT
15,2,陳子豪,|(PH)|(CF),ELEPHANT
15,3,林威助,DH,ELEPHANT
15,4,彭政閔,1B,ELEPHANT
15,5,許基宏,3B,ELEPHANT
15,6,周思齊,LF,ELEPHANT
15,7,王勝偉,SS,ELEPHANT
15,8,王峻杰,C,ELEPHANT
15,8,陳家駒,|(PH)|(C),ELEPHANT
15,9,陳江和,2B,ELEPHANT
17,1,張正偉,CF(RF),ELEPHANT
17,2,周思齊,RF,ELEPHANT
17,2,張志豪,|(PR)|(CF),ELEPHANT
17,3,林威助,LF,ELEPHANT
17,3,郭健瑜,|(PR)|(LF),ELEPHANT
17,4,彭政閔,1B,ELEPHANT
17,4,黃仕豪,|(3B),ELEPHANT
17,5,耐克,DH,ELEPHANT
17,6,許基宏,3B(1B),ELEPHANT
17,7,陳江和,2B,ELEPHANT
17,8,陳家駒,C,ELEPHANT
17,8,陳子豪,|(PH),ELEPHANT
17,8,黃鈞聲,|(C),ELEPHANT
17,9,陳偉漢,SS,ELEPHANT
19,1,張正偉,CF(RF),ELEPHANT
19,2,周思齊,RF,ELEPHANT
19,2,張志豪,|(PH)|(CF),ELEPHANT
19,3,林威助,LF,ELEPHANT
